key,prompt_id,domain,pair_words,source_words,rewrite_words,length_ratio,content_recall,entity_recall,number_recall,quality_rank_score,reason
sid:7654|doc:1486,frontier_consolidation_fwcompact_medium_007654,no_domain,27,14,13,0.9285714285714286,1.0,1.0,1.0,1.1507428571428573,same_domain:no_domain
sid:25448|doc:16464,frontier_consolidation_fwcompact_medium_025448,no_domain,27,14,13,0.9285714285714286,1.0,1.0,1.0,1.1507428571428573,same_domain:no_domain
sid:31531|doc:5796,frontier_consolidation_fwcompact_medium_031531,no_domain,29,15,14,0.9333333333333333,1.0,1.0,1.0,1.1506,same_domain:no_domain
sid:35007|doc:6049,frontier_consolidation_fwcompact_medium_035007,no_domain,29,15,14,0.9333333333333333,1.0,1.0,1.0,1.1506,same_domain:no_domain
sid:26755|doc:16090,frontier_consolidation_fwcompact_medium_026755,no_domain,31,16,15,0.9375,1.0,1.0,1.0,1.1504750000000001,same_domain:no_domain
sid:25988|doc:8589,frontier_consolidation_fwcompact_medium_025988,no_domain,31,16,15,0.9375,1.0,1.0,1.0,1.1504750000000001,same_domain:no_domain
sid:55016|doc:14802,frontier_consolidation_fwcompact_medium_055016,no_domain,33,17,16,0.9411764705882353,1.0,1.0,1.0,1.1503647058823532,same_domain:no_domain
sid:25114|doc:8778,frontier_consolidation_fwcompact_medium_025114,no_domain,33,17,16,0.9411764705882353,1.0,1.0,1.0,1.1503647058823532,same_domain:no_domain
sid:55483|doc:16655,frontier_consolidation_fwcompact_medium_055483,no_domain,35,18,17,0.9444444444444444,1.0,1.0,1.0,1.1502666666666668,same_domain:no_domain
sid:50007|doc:5719,frontier_consolidation_fwcompact_medium_050007,no_domain,45,23,22,0.9565217391304348,1.0,1.0,1.0,1.149904347826087,same_domain:no_domain
sid:10467|doc:5941,frontier_consolidation_fwcompact_medium_010467,no_domain,51,26,25,0.9615384615384616,1.0,1.0,1.0,1.1497538461538463,same_domain:no_domain
sid:59765|doc:10392,frontier_consolidation_fwcompact_medium_059765,no_domain,20,10,10,1.0,1.0,1.0,1.0,1.1486,same_domain:no_domain
sid:39051|doc:1115,frontier_consolidation_fwcompact_medium_039051,no_domain,20,10,10,1.0,1.0,1.0,1.0,1.1486,same_domain:no_domain
sid:39054|doc:1115,frontier_consolidation_fwcompact_medium_039054,no_domain,20,10,10,1.0,1.0,1.0,1.0,1.1486,same_domain:no_domain
sid:6681|doc:15019,frontier_consolidation_fwcompact_medium_006681,no_domain,20,10,10,1.0,1.0,1.0,1.0,1.1486,same_domain:no_domain
