model,global_index,domain,local_index,ContextType,ContextDiff,TargetDiff,ConceptA,ConceptB,legal40_depth_both_wrong_flag,all_legal_wrong_flag,legal40_correct_flag,depth_correct_flag,s11_sum,s21_sum,s12_sum,s22_sum,s11_mean,s21_mean,s12_mean,s22_mean,p1_sum,p2_sum,p1_mean,p2_mean,t1_tokens,t2_tokens,official_margin_t1_sum,official_margin_t2_sum,within_context_margin_c1_sum,within_context_margin_c2_sum,interaction_sum,official_margin_t1_mean,official_margin_t2_mean,within_context_margin_c1_mean,within_context_margin_c2_mean,interaction_mean,pmi_official_margin_t1_sum,pmi_official_margin_t2_sum,pmi_within_context_margin_c1_sum,pmi_within_context_margin_c2_sum,pmi_interaction_sum,saved_depth_correct_flag,official_t1_sign_matches_saved,saved_legal40_correct_flag
legal40_depth_12x384_43022,7139,spatial-relations,11,indirect,antonym,concept swap,above,below,False,False,True,False,-32.01086074113846,-31.70571768283844,-34.99241465330124,-34.57342565059662,-6.402172148227692,-6.341143536567688,-6.998482930660248,-6.914685130119324,-78.30313348770142,-80.62100028991699,-11.186161926814489,-11.517285755702428,5,5,-0.3051430583000183,0.41898900270462036,2.9815539121627808,-2.8677079677581787,0.11384594440460205,-0.06102861166000384,0.0837978005409239,0.596310782432556,-0.5735415935516359,0.022769188880920055,-0.3051430583000183,0.41898900270462036,0.6636871099472046,-0.5498411655426025,0.11384594440460205,False,True,
legal40_depth_12x384_43022,7143,spatial-relations,15,indirect,antonym,concept swap,above,below,False,False,True,False,-31.611761763691902,-31.321311369538307,-31.830589400604367,-31.702605206519365,-5.268626960615317,-5.220218561589718,-5.3050982334340615,-5.283767534419894,-85.95178079605103,-87.94044160842896,-10.743972599506378,-10.99255520105362,6,6,-0.29045039415359497,0.12798419408500195,0.2188276369124651,-0.3812938369810581,-0.16246620006859303,-0.04840839902559946,0.021330699014167287,0.03647127281874418,-0.06354897283017635,-0.02707770001143217,-0.29045039415359497,0.12798419408500195,-1.7698331754654646,1.6073669753968716,-0.16246620006859303,False,True,
legal40_depth_12x384_43022,7138,spatial-relations,10,indirect,antonym,concept swap,above,below,False,False,False,True,-34.57342565059662,-34.99241465330124,-31.70571768283844,-32.01086074113846,-6.914685130119324,-6.998482930660248,-6.341143536567688,-6.402172148227692,-80.62100028991699,-78.30313348770142,-11.517285755702428,-11.186161926814489,5,5,0.41898900270462036,-0.3051430583000183,-2.8677079677581787,2.9815539121627808,0.11384594440460205,0.0837978005409239,-0.06102861166000384,-0.5735415935516359,0.596310782432556,0.022769188880920055,0.41898900270462036,-0.3051430583000183,-0.5498411655426025,0.6636871099472046,0.11384594440460205,True,True,
legal40_depth_12x384_43022,7142,spatial-relations,14,indirect,antonym,concept swap,above,below,False,False,False,True,-31.702605206519365,-31.830589400604367,-31.321311369538307,-31.611761763691902,-5.283767534419894,-5.3050982334340615,-5.220218561589718,-5.268626960615317,-87.94044160842896,-85.95178079605103,-10.99255520105362,-10.743972599506378,6,6,0.12798419408500195,-0.29045039415359497,-0.3812938369810581,0.2188276369124651,-0.16246620006859303,0.021330699014167287,-0.04840839902559946,-0.06354897283017635,0.03647127281874418,-0.02707770001143217,0.12798419408500195,-0.29045039415359497,1.6073669753968716,-1.7698331754654646,-0.16246620006859303,True,True,
legal40_8x480_43022,1,agent-properties,1,direct,antonym,concept swap,believe,doubt,True,False,False,False,-31.200670493301004,-30.32425368670374,-17.13014892139472,-16.052284616278484,-3.1200670493301006,-3.032425368670374,-1.7130148921394721,-1.6052284616278485,-80.2560358569026,-71.42358245700598,-6.688002988075216,-5.951965204750498,10,10,-0.8764168065972626,1.0778643051162362,-14.070521571906283,14.271969070425257,0.2014474985189736,-0.08764168065972644,0.10778643051162362,-1.4070521571906285,1.4271969070425257,0.02014474985189718,-0.8764168065972626,1.0778643051162362,-5.238068172009662,5.439515670528635,0.2014474985189736,,True,False
legal40_8x480_43022,3,agent-properties,3,direct,antonym,concept swap,believe,doubt,True,False,False,False,-20.284266824368387,-20.08344939816743,-11.232869864441454,-11.26818633871153,-1.8440242567607625,-1.8257681271061301,-1.021169987676496,-1.0243805762465028,-84.43122820556164,-81.37440103292465,-6.49470986196628,-6.259569310224974,11,11,-0.2008174262009561,-0.03531647427007556,-9.051396959926933,8.815263059455901,-0.23613390047103167,-0.018256129654632414,-0.0032105885700068892,-0.8228542690842666,0.8013875508596273,-0.021466718224639525,-0.2008174262009561,-0.03531647427007556,-5.994569787289947,5.758435886818916,-0.23613390047103167,,True,False
legal40_8x480_43022,5,agent-properties,5,direct,antonym,concept swap,believe,doubt,True,False,False,False,-28.503579162992537,-28.27725075604394,-11.273517867550254,-11.762834310531616,-2.8503579162992536,-2.827725075604394,-1.1273517867550253,-1.1762834310531616,-91.14984107017517,-81.1887112557888,-7.595820089181264,-6.7657259379824,10,10,-0.22632840694859624,-0.48931644298136234,-17.230061295442283,16.514416445512325,-0.7156448499299586,-0.022632840694859713,-0.048931644298136234,-1.7230061295442283,1.6514416445512323,-0.0715644849929955,-0.22632840694859624,-0.48931644298136234,-7.268931481055915,6.553286631125957,-0.7156448499299586,,True,False
legal40_8x480_43022,7,agent-properties,7,direct,antonym,concept swap,believe,doubt,True,False,False,False,-34.169921797467396,-30.90192563412711,-21.109150069765747,-17.659212208120152,-3.4169921797467397,-3.090192563412711,-2.1109150069765747,-1.7659212208120152,-87.28522430360317,-76.99177222698927,-7.273768691966931,-6.415981018915772,10,10,-3.2679961633402854,3.4499378616455942,-13.060771727701649,13.242713426006958,0.18194169830530882,-0.32679961633402854,0.34499378616455956,-1.306077172770165,1.324271342600696,0.018194169830531237,-3.2679961633402854,3.4499378616455942,-2.767319651087746,2.949261349393055,0.18194169830530882,,True,False
legal40_8x480_43022,9,agent-properties,9,direct,antonym,concept swap,believe,doubt,True,True,False,False,-29.665987190324813,-28.80384082812816,-15.227638283744454,-14.360235213767737,-2.9665987190324814,-2.880384082812816,-1.5227638283744453,-1.4360235213767738,-79.14136949926615,-69.87731370702386,-6.595114124938846,-5.823109475585322,10,10,-0.8621463621966541,0.8674030699767172,-14.438348906580359,14.443605614360422,0.005256707780063152,-0.08621463621966541,0.08674030699767155,-1.443834890658036,1.4443605614360422,0.0005256707780061376,-0.8621463621966541,0.8674030699767172,-5.17429311433807,5.179549822118133,0.005256707780063152,,True,False
legal40_8x480_43022,11,agent-properties,11,indirect,antonym,concept swap,believe,doubt,True,True,False,False,-29.38326497329399,-28.861489845905453,-20.92510273773223,-20.296000408008695,-2.938326497329399,-2.8861489845905455,-2.092510273773223,-2.0296000408008696,-91.14984107017517,-81.1887112557888,-7.595820089181264,-6.7657259379824,10,10,-0.5217751273885369,0.629102329723537,-8.458162235561758,8.565489437896758,0.10732720233500004,-0.052177512738853515,0.06291023297235343,-0.8458162235561759,0.8565489437896758,0.010732720233499471,-0.5217751273885369,0.629102329723537,1.5029675788246095,-1.3956403764896095,0.10732720233500004,,True,False
legal40_8x480_43022,0,agent-properties,0,direct,antonym,concept swap,believe,doubt,False,False,True,True,-16.052284616278484,-17.13014892139472,-30.32425368670374,-31.200670493301004,-1.6052284616278485,-1.7130148921394721,-3.032425368670374,-3.1200670493301006,-71.42358245700598,-80.2560358569026,-5.951965204750498,-6.688002988075216,10,10,1.0778643051162362,-0.8764168065972626,14.271969070425257,-14.070521571906283,0.2014474985189736,0.10778643051162362,-0.08764168065972644,1.4271969070425257,-1.4070521571906285,0.02014474985189718,1.0778643051162362,-0.8764168065972626,5.439515670528635,-5.238068172009662,0.2014474985189736,,True,True
legal40_8x480_43022,6,agent-properties,6,direct,antonym,concept swap,believe,doubt,False,False,True,True,-17.659212208120152,-21.109150069765747,-30.90192563412711,-34.169921797467396,-1.7659212208120152,-2.1109150069765747,-3.090192563412711,-3.4169921797467397,-76.99177222698927,-87.28522430360317,-6.415981018915772,-7.273768691966931,10,10,3.4499378616455942,-3.2679961633402854,13.242713426006958,-13.060771727701649,0.18194169830530882,0.34499378616455956,-0.32679961633402854,1.324271342600696,-1.306077172770165,0.018194169830531237,3.4499378616455942,-3.2679961633402854,2.949261349393055,-2.767319651087746,0.18194169830530882,,True,True
legal40_8x480_43022,17,agent-properties,17,indirect,antonym,concept swap,believe,doubt,False,False,True,False,-40.405908732675016,-41.77573757339269,-31.88580674212426,-34.412934322375804,-4.040590873267502,-4.177573757339269,-3.188580674212426,-3.4412934322375803,-80.2560358569026,-71.42358245700598,-6.688002988075216,-5.951965204750498,10,10,1.3698288407176733,-2.5271275802515447,-8.520101990550756,7.362803251016885,-1.1572987395338714,0.1369828840717675,-0.25271275802515447,-0.8520101990550759,0.736280325101689,-0.11572987395338608,1.3698288407176733,-2.5271275802515447,0.31235140934586525,-1.4696501488797367,-1.1572987395338714,,True,True
legal40_8x480_43022,49,agent-properties,49,indirect,antonym,concept swap,believe,doubt,False,False,True,False,-33.952284946106374,-35.10396972484887,-24.397728207986802,-26.12580791860819,-3.3952284946106372,-3.5103969724848865,-2.43977282079868,-2.612580791860819,-87.28522430360317,-76.99177222698927,-7.273768691966931,-6.415981018915772,10,10,1.1516847787424922,-1.7280797106213868,-9.554556738119572,8.978161806240678,-0.5763949318788946,0.11516847787424922,-0.17280797106213885,-0.9554556738119571,0.8978161806240674,-0.057639493187889634,1.1516847787424922,-1.7280797106213868,0.7388953384943306,-1.3152902703732252,-0.5763949318788946,,True,True
legal40_8x480_43022,2,agent-properties,2,direct,antonym,concept swap,believe,doubt,False,False,False,True,-11.26818633871153,-11.232869864441454,-20.08344939816743,-20.284266824368387,-1.0243805762465028,-1.021169987676496,-1.8257681271061301,-1.8440242567607625,-81.37440103292465,-84.43122820556164,-6.259569310224974,-6.49470986196628,11,11,-0.03531647427007556,-0.2008174262009561,8.815263059455901,-9.051396959926933,-0.23613390047103167,-0.0032105885700068892,-0.018256129654632414,0.8013875508596273,-0.8228542690842666,-0.021466718224639525,-0.03531647427007556,-0.2008174262009561,5.758435886818916,-5.994569787289947,-0.23613390047103167,,True,False
legal40_8x480_43022,4,agent-properties,4,direct,antonym,concept swap,believe,doubt,False,False,False,True,-11.762834310531616,-11.273517867550254,-28.27725075604394,-28.503579162992537,-1.1762834310531616,-1.1273517867550253,-2.827725075604394,-2.8503579162992536,-81.1887112557888,-91.14984107017517,-6.7657259379824,-7.595820089181264,10,10,-0.48931644298136234,-0.22632840694859624,16.514416445512325,-17.230061295442283,-0.7156448499299586,-0.048931644298136234,-0.022632840694859713,1.6514416445512323,-1.7230061295442283,-0.0715644849929955,-0.48931644298136234,-0.22632840694859624,6.553286631125957,-7.268931481055915,-0.7156448499299586,,True,False
legal40_8x480_43022,2210,material-dynamics,0,direct,material,concept swap,break,drip,True,True,False,False,-16.31257438659668,-15.240318059921265,-25.252427101135254,-23.25162696838379,-5.437524795532227,-5.080106019973755,-6.3131067752838135,-5.812906742095947,-65.37206268310547,-69.97276496887207,-13.074412536621093,-11.662127494812012,3,4,-1.072256326675415,2.000800132751465,8.939852714538574,-8.011308908462524,0.9285438060760498,-0.3574187755584717,0.5002000331878662,0.8755819797515869,-0.7328007221221924,0.14278125762939453,-1.072256326675415,2.000800132751465,4.339150428771973,-3.410606622695923,0.9285438060760498,,True,False
legal40_8x480_43022,2212,material-dynamics,2,direct,material,concept swap,break,drip,True,True,False,False,-14.78899359703064,-14.56148386001587,-23.94512128829956,-22.2228422164917,-4.929664532343547,-4.853827953338623,-5.98628032207489,-5.555710554122925,-65.37206268310547,-69.97276496887207,-13.074412536621093,-11.662127494812012,3,4,-0.2275097370147705,1.7222790718078613,9.156127691268921,-7.66135835647583,1.4947693347930908,-0.0758365790049238,0.43056976795196533,1.0566157897313433,-0.7018826007843018,0.35473318894704065,-0.2275097370147705,1.7222790718078613,4.555425405502319,-3.0606560707092285,1.4947693347930908,,True,False
legal40_8x480_43022,2214,material-dynamics,4,direct,material,concept swap,break,drip,True,True,False,False,-16.593730449676514,-15.424946308135986,-26.37733507156372,-23.9703106880188,-5.531243483225505,-5.141648769378662,-6.59433376789093,-5.9925776720047,-65.37206268310547,-69.97276496887207,-13.074412536621093,-11.662127494812012,3,4,-1.1687841415405273,2.407024383544922,9.783604621887207,-8.545364379882812,1.2382402420043945,-0.38959471384684274,0.6017560958862305,1.0630902846654253,-0.8509289026260376,0.21216138203938684,-1.1687841415405273,2.407024383544922,5.1829023361206055,-3.944662094116211,1.2382402420043945,,True,False
legal40_8x480_43022,2216,material-dynamics,6,direct,material,concept swap,break,drip,True,True,False,False,-16.26240301132202,-15.183900594711304,-25.765610218048096,-23.661216735839844,-5.420801003774007,-5.0613001982371015,-6.441402554512024,-5.915304183959961,-65.37206268310547,-69.97276496887207,-13.074412536621093,-11.662127494812012,3,4,-1.0785024166107178,2.104393482208252,9.503207206726074,-8.47731614112854,1.0258910655975342,-0.35950080553690533,0.526098370552063,1.020601550738017,-0.8540039857228594,0.16659756501515943,-1.0785024166107178,2.104393482208252,4.902504920959473,-3.8766138553619385,1.0258910655975342,,True,False
legal40_8x480_43022,2218,material-dynamics,8,direct,material,concept swap,break,drip,True,True,False,False,-17.49465560913086,-16.20161771774292,-26.531833171844482,-24.266247272491455,-5.831551869710286,-5.40053923924764,-6.632958292961121,-6.066561818122864,-65.37206268310547,-69.97276496887207,-13.074412536621093,-11.662127494812012,3,4,-1.2930378913879395,2.2655858993530273,9.037177562713623,-8.064629554748535,0.9725480079650879,-0.4310126304626465,0.5663964748382568,0.8014064232508344,-0.6660225788752241,0.13538384437561035,-1.2930378913879395,2.2655858993530273,4.4364752769470215,-3.4639272689819336,0.9725480079650879,,True,False
legal40_8x480_43022,2220,material-dynamics,10,indirect,material,concept swap,break,drip,True,True,False,False,-16.00117301940918,-13.574785470962524,-24.99541187286377,-22.56785297393799,-5.33372433980306,-4.524928490320842,-6.248852968215942,-5.641963243484497,-65.37206268310547,-69.97276496887207,-13.074412536621093,-11.662127494812012,3,4,-2.4263875484466553,2.4275588989257812,8.99423885345459,-8.993067502975464,0.0011713504791259766,-0.8087958494822178,0.6068897247314453,0.9151286284128828,-1.1170347531636553,-0.20190612475077074,-2.4263875484466553,2.4275588989257812,4.393536567687988,-4.392365217208862,0.0011713504791259766,,True,False
legal40_8x480_43022,2211,material-dynamics,1,direct,material,concept swap,break,drip,False,False,True,True,-23.25162696838379,-25.252427101135254,-15.240318059921265,-16.31257438659668,-5.812906742095947,-6.3131067752838135,-5.080106019973755,-5.437524795532227,-69.97276496887207,-65.37206268310547,-11.662127494812012,-13.074412536621093,4,3,2.000800132751465,-1.072256326675415,-8.011308908462524,8.939852714538574,0.9285438060760498,0.5002000331878662,-0.3574187755584717,-0.7328007221221924,0.8755819797515869,0.14278125762939453,2.000800132751465,-1.072256326675415,-3.410606622695923,4.339150428771973,0.9285438060760498,,True,True
legal40_8x480_43022,2213,material-dynamics,3,direct,material,concept swap,break,drip,False,False,True,True,-22.2228422164917,-23.94512128829956,-14.56148386001587,-14.78899359703064,-5.555710554122925,-5.98628032207489,-4.853827953338623,-4.929664532343547,-69.97276496887207,-65.37206268310547,-11.662127494812012,-13.074412536621093,4,3,1.7222790718078613,-0.2275097370147705,-7.66135835647583,9.156127691268921,1.4947693347930908,0.43056976795196533,-0.0758365790049238,-0.7018826007843018,1.0566157897313433,0.35473318894704065,1.7222790718078613,-0.2275097370147705,-3.0606560707092285,4.555425405502319,1.4947693347930908,,True,True
legal40_8x480_43022,2227,material-dynamics,17,indirect,material,concept swap,break,drip,False,False,True,False,-21.56608819961548,-27.022960662841797,-14.34401559829712,-18.641462326049805,-5.39152204990387,-6.755740165710449,-4.781338532765706,-6.213820775349935,-69.97276496887207,-65.37206268310547,-11.662127494812012,-13.074412536621093,4,3,5.456872463226318,-4.2974467277526855,-7.222072601318359,8.381498336791992,1.1594257354736328,1.3642181158065796,-1.4324822425842285,-0.6101835171381635,0.5419193903605146,-0.06826412677764893,5.456872463226318,-4.2974467277526855,-2.621370315551758,3.7807960510253906,1.1594257354736328,,True,True
legal40_8x480_43022,2230,material-dynamics,20,direct,material,concept swap,break,flap,False,False,True,False,-16.31257438659668,-17.081974983215332,-22.895172119140625,-15.839587688446045,-5.437524795532227,-5.693991661071777,-7.631724039713542,-5.279862562815349,-65.37206268310547,-68.14037036895752,-13.074412536621093,-13.628074073791504,3,3,0.7694005966186523,7.05558443069458,6.582597732543945,1.242387294769287,7.824985027313232,0.2564668655395508,2.3518614768981934,2.1941992441813154,0.41412909825642874,2.608328342437744,0.7694005966186523,7.05558443069458,3.8142900466918945,4.010694980621338,7.824985027313232,,True,True
legal40_8x480_43022,2225,material-dynamics,15,indirect,material,concept swap,break,drip,False,False,False,True,-26.620619297027588,-25.950063705444336,-16.991594314575195,-16.847021102905273,-6.655154824256897,-6.487515926361084,-5.663864771525065,-5.615673700968425,-69.97276496887207,-65.37206268310547,-11.662127494812012,-13.074412536621093,4,3,-0.670555591583252,0.14457321166992188,-9.629024982452393,9.103042602539062,-0.5259823799133301,-0.167638897895813,0.048191070556640625,-0.9912900527318316,0.8718422253926592,-0.11944782733917236,-0.670555591583252,0.14457321166992188,-5.028322696685791,4.502340316772461,-0.5259823799133301,,True,False
legal40_8x480_43022,2242,material-dynamics,32,indirect,material,concept swap,break,flap,False,False,False,True,-20.19841432571411,-18.86513876914978,-21.12562322616577,-21.289641857147217,-6.732804775238037,-6.288379589716594,-7.041874408721924,-7.096547285715739,-65.37206268310547,-68.14037036895752,-13.074412536621093,-13.628074073791504,3,3,-1.333275556564331,-0.1640186309814453,0.9272089004516602,-2.4245030879974365,-1.4972941875457764,-0.4444251855214434,-0.0546728769938154,0.3090696334838867,-0.8081676959991455,-0.4990980625152588,-1.333275556564331,-0.1640186309814453,-1.8410987854003906,0.34380459785461426,-1.4972941875457764,,True,False
legal40_8x480_43022,2984,material-properties,4,indirect,antonym,concept swap,bouncy,not bouncy,True,False,False,False,-21.83469669520855,-21.06579254567623,-24.417603820562363,-24.924497589468956,-4.36693933904171,-4.213158509135246,-4.069600636760394,-4.154082931578159,-72.79602706432343,-75.15177881717682,-10.39943243776049,-9.393972352147102,5,6,-0.7689041495323181,-0.5068937689065933,2.582907125353813,-3.8587050437927246,-1.2757979184389114,-0.1537808299064638,-0.08448229481776526,-0.29733870228131565,0.05907557755708659,-0.23826312472423083,-0.7689041495323181,-0.5068937689065933,0.22715537250041962,-1.502953290939331,-1.2757979184389114,,True,False
legal40_8x480_43022,2987,material-properties,7,indirect,antonym,concept swap,bouncy,not bouncy,True,False,False,False,-25.403430312871933,-25.336484014987946,-22.01306715607643,-21.817864179611206,-4.233905052145322,-4.2227473358313246,-4.402613431215286,-4.363572835922241,-83.02645874023438,-80.4661135673523,-10.378307342529297,-11.495159081050328,6,5,-0.06694629788398743,0.19520297646522522,-3.3903631567955017,3.5186198353767395,0.1282566785812378,-0.011157716313997312,0.039040595293045044,0.1687083790699644,-0.14082550009091666,0.027882878979049508,-0.06694629788398743,0.19520297646522522,-0.8300179839134216,0.9582746624946594,0.1282566785812378,,True,False
legal40_8x480_43022,2994,material-properties,14,indirect,material,concept swap,bouncy,not bouncy,True,False,False,False,-23.8510230332613,-22.924892470240593,-28.27851155027747,-26.386822663247585,-4.77020460665226,-4.584978494048118,-4.713085258379579,-4.397803777207931,-72.79602706432343,-75.15177881717682,-10.39943243776049,-9.393972352147102,5,6,-0.9261305630207062,1.8916888870298862,4.427488517016172,-3.4619301930069923,0.9655583240091801,-0.18522611260414124,0.315281481171648,-0.05711934827268106,0.18717471684018783,0.13005536856750766,-0.9261305630207062,1.8916888870298862,2.071736764162779,-1.1061784401535988,0.9655583240091801,,True,False
legal40_8x480_43022,2996,material-properties,16,indirect,material,concept swap,bouncy,not bouncy,True,False,False,False,-22.32046489417553,-21.928956240415573,-25.29213908314705,-24.439595848321915,-4.464092978835106,-4.385791248083114,-4.2153565138578415,-4.073265974720319,-80.4661135673523,-83.02645874023438,-11.495159081050328,-10.378307342529297,5,6,-0.39150865375995636,0.8525432348251343,2.9716741889715195,-2.5106396079063416,0.4610345810651779,-0.07830173075199198,0.14209053913752268,-0.24873646497726476,0.31252527336279545,0.0637888083855298,-0.39150865375995636,0.8525432348251343,0.4113290160894394,0.049705564975738525,0.4610345810651779,,True,False
legal40_8x480_43022,3000,material-properties,20,indirect,material,concept swap,bouncy,not bouncy,True,True,False,False,-19.98081011325121,-17.68539420887828,-20.650697086006403,-21.968558628112078,-3.9961620226502417,-3.5370788417756556,-3.4417828476677337,-3.6614264380186796,-72.79602706432343,-75.15177881717682,-10.39943243776049,-9.393972352147102,5,6,-2.2954159043729305,-1.3178615421056747,0.6698869727551937,-4.283164419233799,-3.6132774464786053,-0.4590831808745861,-0.21964359035094594,-0.554379174982508,-0.12434759624302405,-0.6787267712255316,-2.2954159043729305,-1.3178615421056747,-1.6858647800981998,-1.9274126663804054,-3.6132774464786053,,True,False
legal40_8x480_43022,3004,material-properties,24,indirect,material,concept swap,bouncy,not bouncy,True,True,False,False,-21.040270321071148,-17.875575598329306,-21.329868391156197,-20.82941549271345,-4.208054064214229,-3.575115119665861,-3.5549780651926994,-3.4715692487855754,-82.40125894546509,-87.31192803382874,-11.771608420780726,-10.913991004228592,5,6,-3.1646947227418423,0.5004528984427452,0.2895980700850487,-2.9538398943841457,-2.664241824299097,-0.6329389445483682,0.08340881640712405,-0.6530759990215298,0.10354587088028566,-0.5495301281412441,-3.1646947227418423,0.5004528984427452,-4.621071018278599,1.9568291939795017,-2.664241824299097,,True,False
legal40_8x480_43022,2980,material-properties,0,indirect,antonym,concept swap,bouncy,not bouncy,False,False,True,True,-22.357276678085327,-23.144626557826996,-27.71635591983795,-27.667821526527405,-4.471455335617065,-4.628925311565399,-4.619392653306325,-4.611303587754567,-82.40125894546509,-87.31192803382874,-11.771608420780726,-10.913991004228592,5,6,0.7873498797416687,0.048534393310546875,5.3590792417526245,-4.523194968700409,0.8358842730522156,0.15746997594833356,0.008089065551757812,0.14793731768925955,0.017621723810831824,0.16555904150009226,0.7873498797416687,0.048534393310546875,0.44841015338897705,0.3874741196632385,0.8358842730522156,,True,True
legal40_8x480_43022,2986,material-properties,6,indirect,antonym,concept swap,bouncy,not bouncy,False,False,True,True,-21.817864179611206,-22.01306715607643,-25.336484014987946,-25.403430312871933,-4.363572835922241,-4.402613431215286,-4.2227473358313246,-4.233905052145322,-80.4661135673523,-83.02645874023438,-11.495159081050328,-10.378307342529297,5,6,0.19520297646522522,-0.06694629788398743,3.5186198353767395,-3.3903631567955017,0.1282566785812378,0.039040595293045044,-0.011157716313997312,-0.14082550009091666,0.1687083790699644,0.027882878979049508,0.19520297646522522,-0.06694629788398743,0.9582746624946594,-0.8300179839134216,0.1282566785812378,,True,True
legal40_8x480_43022,2981,material-properties,1,indirect,antonym,concept swap,bouncy,not bouncy,False,False,True,False,-27.667821526527405,-27.71635591983795,-23.144626557826996,-22.357276678085327,-4.611303587754567,-4.619392653306325,-4.628925311565399,-4.471455335617065,-87.31192803382874,-82.40125894546509,-10.913991004228592,-11.771608420780726,6,5,0.048534393310546875,0.7873498797416687,-4.523194968700409,5.3590792417526245,0.8358842730522156,0.008089065551757812,0.15746997594833356,0.017621723810831824,0.14793731768925955,0.16555904150009226,0.048534393310546875,0.7873498797416687,0.3874741196632385,0.44841015338897705,0.8358842730522156,,True,True
legal40_8x480_43022,2982,material-properties,2,indirect,antonym,concept swap,bouncy,not bouncy,False,False,True,False,-21.321248322725296,-22.006483003497124,-24.50005042552948,-24.853644728660583,-4.264249664545059,-4.401296600699425,-4.083341737588246,-4.142274121443431,-67.72649663686752,-73.63865415751934,-9.67521380526679,-9.204831769689918,5,6,0.6852346807718277,-0.3535943031311035,3.178802102804184,-2.8471617251634598,0.3316403776407242,0.13704693615436536,-0.05893238385518451,-0.18090792695681301,0.25902247925599386,0.07811455229917996,0.6852346807718277,-0.3535943031311035,-2.7333554178476334,3.0649957954883575,0.3316403776407242,,True,True
legal40_8x480_43022,2983,material-properties,3,indirect,antonym,concept swap,bouncy,not bouncy,False,False,False,True,-24.853644728660583,-24.50005042552948,-22.006483003497124,-21.321248322725296,-4.142274121443431,-4.083341737588246,-4.401296600699425,-4.264249664545059,-73.63865415751934,-67.72649663686752,-9.204831769689918,-9.67521380526679,6,5,-0.3535943031311035,0.6852346807718277,-2.8471617251634598,3.178802102804184,0.3316403776407242,-0.05893238385518451,0.13704693615436536,0.25902247925599386,-0.18090792695681301,0.07811455229917996,-0.3535943031311035,0.6852346807718277,3.0649957954883575,-2.7333554178476334,0.3316403776407242,,True,False
legal40_8x480_43022,2985,material-properties,5,indirect,antonym,concept swap,bouncy,not bouncy,False,False,False,True,-24.924497589468956,-24.417603820562363,-21.06579254567623,-21.83469669520855,-4.154082931578159,-4.069600636760394,-4.213158509135246,-4.36693933904171,-75.15177881717682,-72.79602706432343,-9.393972352147102,-10.39943243776049,6,5,-0.5068937689065933,-0.7689041495323181,-3.8587050437927246,2.582907125353813,-1.2757979184389114,-0.08448229481776526,-0.1537808299064638,0.05907557755708659,-0.29733870228131565,-0.23826312472423083,-0.5068937689065933,-0.7689041495323181,-1.502953290939331,0.22715537250041962,-1.2757979184389114,,True,False
legal40_8x480_43022,3150,physical-dynamics,0,direct,antonym,concept swap,accelerate,slow down,True,False,False,False,-14.687973510473967,-13.551075164228678,-13.152440400794148,-15.490768833085895,-2.9375947020947932,-2.7102150328457357,-2.192073400132358,-2.5817948055143156,-67.39206743240356,-65.74259757995605,-9.627438204629081,-8.217824697494507,5,6,-1.1368983462452888,-2.338328432291746,-1.5355331096798182,-1.9396936688572168,-3.475226778537035,-0.2273796692490575,-0.38972140538195754,-0.7455213019624352,0.1284202273314201,-0.617101074631015,-1.1368983462452888,-2.338328432291746,0.11393674276769161,-3.5891635213047266,-3.475226778537035,,True,False
legal40_8x480_43022,3152,physical-dynamics,2,direct,antonym,concept swap,accelerate,slow down,True,False,False,False,-14.946688912808895,-13.739710599184036,-12.691524274647236,-14.023701637983322,-2.989337782561779,-2.7479421198368073,-2.1152540457745395,-2.3372836063305535,-73.87773275375366,-75.75774049758911,-10.553961821964808,-9.469717562198639,5,6,-1.2069783136248589,-1.3321773633360863,-2.2551646381616592,-0.2839910387992859,-2.539155676960945,-0.2413956627249716,-0.22202956055601408,-0.8740837367872394,0.4106585135062537,-0.4634252232809857,-1.2069783136248589,-1.3321773633360863,-4.1351723819971085,1.5960167050361633,-2.539155676960945,,True,False
legal40_8x480_43022,3154,physical-dynamics,4,direct,antonym,concept swap,accelerate,slow down,True,False,False,False,-15.807980552315712,-15.215099941939116,-15.428974635899067,-17.906429931521416,-3.1615961104631425,-3.0430199883878233,-2.5714957726498446,-2.9844049885869026,-70.23817390203476,-68.81028890609741,-10.034024843147822,-8.601286113262177,5,6,-0.5928806103765965,-2.477455295622349,-0.37900591641664505,-2.6913299895823,-3.0703359059989452,-0.1185761220753192,-0.412909215937058,-0.5901003378132978,0.058614999800920664,-0.5314853380123772,-0.5928806103765965,-2.477455295622349,1.0488790795207024,-4.119214985519648,-3.0703359059989452,,True,False
legal40_8x480_43022,3156,physical-dynamics,6,direct,antonym,concept swap,accelerate,slow down,True,False,False,False,-15.324332118034363,-13.74578819423914,-12.641834761947393,-14.475880440324545,-3.0648664236068726,-2.749157638847828,-2.1069724603245654,-2.412646740054091,-68.45641767978668,-72.24880480766296,-9.779488239969526,-9.03110060095787,5,6,-1.5785439237952232,-1.8340456783771515,-2.6824973560869694,-0.7300922460854053,-3.4125896021723747,-0.31570878475904474,-0.30567427972952554,-0.9578939632823071,0.33651089879373686,-0.6213830644885707,-1.5785439237952232,-1.8340456783771515,-6.474884483963251,3.0622948817908764,-3.4125896021723747,,True,False
